n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
802	15886.69	4649.393	6736.616	35265.95	8416.956	9347.346	10558.7	11995.26	13162.34	14227.83	15294.5	16290.67	17827.04	19445.07	21907.36	24552.57	26490.14
803	15849.8	4511.662	6030.74	36275.14	8621.292	9541.493	10500.44	11856.02	13057.98	14173.44	15301.34	16310.29	17668.48	19323.19	22034.62	24305.25	25374.52
804	16079.74	4468.341	6118.108	36149.53	8735.249	9967.183	10975.11	12175.25	13419.92	14438.27	15610.34	16699.96	17901.65	19444.52	21971.27	23940.75	25138.61
805	15798.7	4434.234	6843.433	34635.11	8861.63	9888.792	10658.89	11993.66	13132.19	14148.31	15164.65	16229.21	17431.02	19143.62	21807.85	24236.5	25782.13
806	15572.5	4532.828	6799.928	39143.6	8373.871	9320.333	10415.51	11763.62	12954.94	13866.12	14867.3	15907.74	17130.87	18919.07	21399.44	23924.59	25818.26
807	15952.34	4468.969	7226.502	38470.35	8729.688	9895.254	10803.56	12174.17	13345.54	14453.43	15281.46	16436.69	17755.91	19301.64	21879.48	24179.62	25178.42
808	16103.03	4393.242	6768.538	34699.65	8941.565	9694.814	10963.93	12418.94	13496.78	14526.59	15572.76	16652.99	18126.1	19647.03	21496.93	23681.06	25627.04
809	16238.39	4533.538	7260.941	31676.76	8875.387	9934.769	10792.13	12197.46	13421.23	14530.93	15537.58	16973.44	18213.47	19958.4	22583.7	24746.45	26299.87
810	15953.16	4510.376	6666.27	37031.5	8878.736	9872.812	10786.69	12141.47	13114.34	14165.39	15378.23	16413.61	17691.17	19369.01	22150.58	24495.55	26110.05
811	15956.86	4460.143	7428.732	38910.27	8908.319	9793.694	10882.04	12198.91	13349.05	14268.7	15328.58	16496.77	17620.05	19211.22	21841.77	23832.29	25635.74
812	15885.81	4569.03	6732.872	37278.9	8614.292	9551.967	10646.88	12047.59	13248.46	14262.39	15189.82	16512.64	17626.55	19254.38	21899.53	24470.55	25835.57
813	16105.33	4551.13	7223.94	34260.77	8679.029	9581.393	10955.78	12338.6	13361.06	14453.93	15415.2	16641.81	17951.98	19528.4	21827.32	24845.64	26245.95
814	16110.16	4716.008	6684.638	39632.39	8994.13	10026.15	10723.64	12120.57	13087.23	14410.53	15331.89	16555.47	17771.67	19611.43	22321.9	24751.37	26592.61
815	16062.55	4676.544	5950.956	35692.13	8847.903	9676.603	10663.21	12039.51	13124.12	14219.67	15373.21	16553.05	18031.86	19861.15	22404.45	24820.47	26244.54
816	15733.1	4454.439	7235.08	44757.27	8416.304	9742.888	10641.22	12026.89	13086.54	14063.06	15025.52	16125.29	17460.98	19008.78	21495.99	23633.65	25353.66
817	15866.69	4445.416	6593.52	38367.61	8907.556	9701.401	10722.77	12016.41	13114.06	14002.43	15283.32	16496.44	17863.85	19402.56	21553.04	23985.56	25303.04
818	16096.23	4593.05	6956.924	40208.45	9082.094	9984.408	10898.38	12347.89	13299.03	14270.43	15254.34	16325.7	17876.27	19744.37	22498.08	24420.75	25932.65
819	16355.41	4840.196	6771.472	34160.76	8853.631	9822.637	10760.41	12285.03	13312.15	14447.68	15591.05	16918.58	18360.4	20281.58	22882	25175.4	26902.44
820	16437.34	4733.936	6702	36370.63	9034.821	10081.64	11076.65	12297.52	13400.93	14564.92	15786.24	16950.79	18407.48	20233.45	22842.67	25150.66	27475.21
821	16525.13	4681.107	7652.709	35175.11	9345.375	10171.38	11149.79	12552.13	13681.65	14674.22	15800.97	16938.71	18376.75	19908.74	23069.11	25640.88	27327.22
822	16245.29	4455.889	6386.9	35045.74	8863.797	9940.539	10956.62	12372.66	13612.21	14531.77	15637.81	16813.15	18272.52	19753.05	21938.22	24164.9	25579.34
823	16234.56	4511.371	5633.588	37042.24	9251.089	10071.91	11151.7	12441.9	13394.12	14517.22	15594.79	16712.81	17898.17	19706.3	22579.95	24668.36	25893.63
824	16267.27	4632.612	6544.079	36390.41	8971.991	10005.33	10883.06	12238.86	13464.27	14580.76	15583.74	16862.35	18211.38	19887.82	22316.37	25098.59	26547.07
825	16718.05	4622.557	7888.94	43487.92	9516.562	10522.73	11511.61	12781.84	13933.57	14945.59	16165.42	17063.04	18311.8	20016.14	23215.09	25308.83	26785.3
826	16512.36	4880.917	7336.609	38116.1	9245.904	10070.35	11083.33	12209.63	13390.23	14545.27	15734.84	16882.16	18360.12	20092.3	23350.6	25815.91	28336.46
827	16399.63	4761.708	6768.148	39770.92	8735.692	9816.07	10741.66	12237.65	13686.52	14713.07	15793.8	16903.77	18221.84	20144.54	22877.91	25338.53	26618.92
828	16477.7	4801.444	6769.328	38665.05	9048.285	10212.95	11117.13	12555.98	13519.7	14573.49	15625.54	16792.8	18356.86	20058.52	22798.49	25805.04	26976.38
829	16367.95	4581.601	6802.961	35905.14	8978.318	9974.147	11009.86	12394.04	13650.02	14827.73	15805.12	16815.06	18221.94	19775.73	22280.01	24631.26	26277.7
830	16236.24	4476.629	6490.856	34693.99	9043.159	10147.42	11005.39	12283.9	13483.2	14567.97	15685.17	16844.19	18206.63	19833.72	21947.05	24261.51	26377.53
831	16562.12	4804.112	6743.418	36550.04	8975.288	10066.99	11012.16	12473.76	13542.17	14545.04	15898.41	17062.12	18625.92	20351.56	23131.63	25411.27	26952.33
832	16490.27	4645.806	6741.907	34055.2	9288.347	10079.28	11130.11	12409.42	13689.46	14704	15664.77	17156.93	18411.23	20053.88	22738.47	24832.02	27284.76
833	16974.4	4708.019	6732.04	33012.75	9077.438	10657.4	11584.34	12979.7	14112.65	15095	16170.63	17438.43	18870.48	20739.15	23693.22	25826.38	27629.22
834	16542.07	4606.906	6680.15	36014.21	9229.581	10180.43	11204.33	12583.22	13744.62	14865.6	15746.67	16775.95	18160.27	20144.05	22979.33	25684.76	27133.78
835	16704.74	4722.683	6774.936	43131.99	9151.61	10205.49	11392.09	12761.32	13812.3	14905.8	15928.92	17184.65	18740.44	20369.43	22987.1	25045.42	26283.98
836	16729.85	4640.236	7303.89	37357.51	9256.466	10256.79	11136.42	12658.64	13843.88	14942.39	15972.96	17392.94	18810.59	20625.77	23022.85	25649.7	26894.65
837	16672.61	4728.246	6881.549	42567.27	9047.497	10173.31	11231.47	12640.62	13923.81	14985.32	15973.11	17073.47	18426.26	20207.6	22825.24	25531.76	27470.18
838	16907.78	4838.811	7340.367	40604.9	9284.776	10349.28	11407.27	12795.85	13976.87	14926.78	16115.54	17490.99	18871.25	20671.29	23537.94	25779.09	27425.38
839	16727.31	4942.627	7850.241	42993.82	9269.582	9989.891	11011.18	12435.71	13694.83	15021.23	16055.69	17261.2	18735.48	20362.9	22656.65	25753.81	28198.16
840	17086.07	4921.689	6982.378	36491.8	9150.289	10313.43	11434.32	12872.22	14057.24	15217.36	16447.37	17452.05	18885.75	20904.8	23746.36	26477.59	27989.15
841	16804.77	4639.054	6754.871	35813.3	9450.695	10340.21	11564.66	12816.53	13981.96	15100.64	16185.5	17286.25	18650.41	20384.53	22929.36	25296.94	26834.83
842	16776.2	4794.804	6851.922	37264.45	9103.373	10153.86	11203.34	12692.94	13741.08	14717.84	16086.66	17358.38	18632.11	20462.65	23139.95	26041.94	27445.81
843	17390.8	5066.348	7241.838	36797.77	9372.104	10450.94	11431.43	12876.18	14131.15	15508.75	16764.21	18005	19517.77	21186.38	24629.09	27165.18	28160.5
844	16850.23	4876.237	7452.058	38920.62	9457.594	10473.6	11240.43	12511.59	13867.08	14895.16	16104.97	17306.08	18716.56	20444.97	23801.28	25978.85	28054.69
845	17278.8	4993.023	6722.035	38389.76	9451.473	10531.13	11738.59	13002.96	14214.16	15333.87	16541.24	17738.47	19234.12	21215.69	23952.59	26259.88	28224.26
846	16968.09	4827.173	7727.631	35737.38	9661.17	10461.77	11277.43	12940.64	14000.53	15150.88	16126.23	17368.76	18774.81	20635.07	23523.63	26303.35	27892.94
847	17229.74	4866.859	6438.348	36327.25	9773.017	10822.09	11579.67	13024.76	14064.91	15254.57	16484.63	17869.6	19217.49	21098.37	23780.85	26166.06	28243.74
848	16817.53	4740.038	7019.734	38092.82	9347.754	10276.27	11507.37	12794.65	13932.1	14938.3	16041.8	17270.54	18919.88	20483.07	23185.29	25619.31	27105.04
849	17058.99	4791.563	8228.918	41163.23	9599.251	10678.25	11541.76	13146.83	14144.09	15053.7	16348.63	17726.69	18942.79	20589.57	23255.16	25510.7	28024.23
850	17015.09	4728.238	6971.836	38306.38	9453.159	10423.61	11595.81	13093.61	14211.93	15330.82	16253.11	17377.95	18857.22	20489.67	23466.8	25839.48	27475.15
851	17033.2	4922.028	6604.657	41977.28	9327.173	10661.19	11514.64	12790.3	13908.84	14876.35	16113.86	17572.25	18992.02	21029.33	23790.33	26024.79	27141.62
852	17057.19	4942.19	6947.418	36942.17	9569.452	10504.81	11338.38	12878.18	13975.38	15244.56	16210.32	17362.62	19358.15	20908.67	23534.64	26150.25	28147.49
853	16929.8	4877.439	7322.034	40324.55	9458.912	10551.99	11497.36	12689.2	14056.74	15027.77	15970.56	17263.88	18845.54	20743.61	23595.61	25598.99	27155.82
854	17120.12	4970.462	6949.814	51125.94	9491.599	10407.84	11210.2	12999.38	14071.06	15342.9	16504.52	17457.89	18863.07	21080.89	23565.07	26433.17	27384.08
855	17520.65	5121.02	6870.176	45569.22	9363.608	10675.48	11641.26	13077.75	14371.63	15426.69	16799.1	18155.12	19846.81	21372.61	24388.76	26961.13	29024.47
856	17360	4992.988	7815.878	38304.43	9590.75	10647	11588.27	13184.3	14294.73	15493.38	16733.88	17780.92	19358.89	20882.11	23578.16	26985.36	29169.64
857	17568.16	4977.934	7966.857	38527.61	9698.865	10803.48	11785.96	13317.37	14522.09	15828.48	16852.1	17958.09	19477.99	21313.75	24335.43	27217.81	28897.55
858	17480.4	5084.79	7298.026	38096.87	9486.58	10526.78	11453.39	13032.04	14424.29	15556.07	16653.63	18152.46	19698.04	21373.95	24418.03	27004.22	28368.34
859	17470.12	5096.981	6585.492	38591.4	9400.192	10549.1	11617.08	13095.22	14396.07	15607.91	16740.46	18029.03	19201.89	21435.13	24504.96	27343.2	28744.16
860	17511.68	4958.762	7325.205	42377.38	9339.415	10502.66	11728.3	13281.16	14483.17	15679.88	16856.35	18017.09	19489.79	21432.91	24207.1	26462.84	27954.81
861	17796.84	5148.679	6804.959	40048.5	9840.118	10897.19	11860.87	13378.37	14686.33	15997.52	16933.1	18391.54	19822.01	21750.26	24422.04	27246.65	29708.94
862	17368.82	4856.298	7853.279	44086.68	9945.98	10989.91	12021.05	13270.05	14389.58	15473.63	16507.3	17547.36	19189.17	21098.37	24253.78	26660.14	27951.32
863	17446.82	4964.209	6414.034	40044.48	9701.375	10645.34	11791.37	13163.55	14494.08	15592.49	16712.45	17910.95	19534.78	21218.96	23984.03	26583.29	28148.27
864	17614.8	5145.598	7087.827	43254.77	9876.363	10568.9	11674.51	13103.77	14560.26	15683.06	16902.37	18189.77	19672.52	21472.78	24765.16	26929.17	29261.67
865	17575.53	5068.939	7630.475	40873.65	9820.196	10589.84	11637.2	13082.46	14505.7	15797.68	16858.92	18039.28	19600.8	21445.99	24282.54	27262.18	28755
866	17914.53	5416.002	7724.531	43393	9992.55	10920.87	11984.98	13523.04	14707.23	15726.64	16866.4	18117.71	19769.47	21934.83	25334.76	28366.67	30276.31
867	17636.83	5215.293	7609.936	43731.48	9484.087	10438.53	11594.78	13306.53	14478.93	15487.66	16716.02	18236.36	19758.89	21606.06	24397.29	27604.38	29152.8
868	17739.43	5223.497	7742.569	41112.93	9516.835	10534.21	11911.67	13221.6	14431.78	15761.77	17018.38	18325.95	19880.74	21969.7	24619.4	27340.01	29007.76
869	17923.9	5004.492	7818.101	38823.85	9969.148	11325.02	12218.49	13685.79	15082.01	15974.08	17113.18	18319.9	19692.38	21746.43	24831.99	27443.06	29052.06
870	17713.6	4983.228	6944.782	37130.49	9704.341	10719.44	11842.05	13418.65	14713.2	15870.75	17048.01	18252.18	19764.91	21586.55	24471.94	26939.02	28634.8
871	18059.78	5117.236	7177.786	38342.93	9828.332	11082.15	12196.43	13652.09	14960.4	16189.37	17223.62	18686.34	20024.28	22129.42	24873.88	27823.63	28988.7
872	17523.64	4964.851	7066.991	43328.74	9865.274	10900.2	12073.96	13430.54	14651.27	15642.33	16649.54	17824.48	19310.44	21065.35	24174	26994.59	28444.27
873	17971.87	4917.329	8242.755	40634.75	9963.873	11318.7	12337.13	13774.94	14950.07	16204.58	17174.85	18560.47	20138.18	21926.53	24470.38	26739.24	28184.72
874	17718.15	4742.255	6942.483	39464.59	10083.81	11252.9	12330.85	13656.42	14889.18	15859.62	16989.67	18229.42	19739.89	21670.46	23947.32	26196.88	27878.54
875	18058.27	5027.987	7778.47	44323.64	10031.33	11130	12232.56	14042.28	14998.58	16153.45	17193.49	18583.64	20101.44	21749.24	24655.84	27066.98	28807.56
876	18013.19	5130.551	6779.072	42834.06	9856.882	11213.51	12220.15	13853.12	14982.78	16077.12	17197.4	18395.66	19878.25	21671.59	24822.33	27761.84	29387.54
877	17783.07	5175.204	7645.929	43229.25	9928.973	10977.95	12165.14	13398.12	14672.09	15769.81	16874.04	17935.78	19649.87	21904.41	24603.23	27461.76	30269.19
878	18274.11	5420.821	7557.545	49166.03	10203.87	11158.36	12091.72	13728.42	15045.83	16281.07	17415.67	18799.1	20101.99	22334.08	25451.8	28008.55	30418.37
879	17859.07	5202.314	8084.085	40027.62	9852.503	10796.65	11896.74	13423.72	14608.24	15929.18	17056.81	18304.58	19965.59	21771.27	25035.07	27842.51	29521.14
880	18254.27	5322.415	7826.931	44030.46	10099.89	11188.08	12193.31	13814.16	15020.82	16239.82	17496.11	18930.83	20276.3	21964.39	25109.1	27770.81	30322.98
881	18095.48	5236.843	7175.915	42972.72	10107.65	11180.25	11904.24	13525.12	15027.35	16236.27	17389.2	18619.42	20302	21978.7	24478.78	27490.91	29989.61
882	18061.26	4950.915	7559.263	38030.18	9890.561	11032.36	12302.28	13720.69	15029.51	16353.11	17438.39	18692.42	20081.66	21982.42	24718.43	27443.28	29360.42
883	17819.53	5045.491	6914.156	42385.47	9798.414	11139.94	12156.75	13520	14711.74	15740.44	16959.89	18237.27	20007.14	21998.4	24569.89	26920.71	28531.02
884	18258.32	5202.618	7824.106	38145.45	10322.54	11149.73	12193.89	13751.68	15001.76	16170.63	17560.07	18973.12	20527.9	22167.81	25451.15	28007.73	29703.64
885	17993.7	5087.843	8113.003	40160.47	9907.521	11031.63	12297.48	13628.06	14715.68	15793.46	17182.75	18614.49	20125.45	22025.95	24863.52	27616.88	29844.36
886	18241.17	5300.027	7198.127	42470.02	9798.844	10673.51	12189.12	13683.41	15019.55	16294.74	17610.29	18898.09	20429.24	22393.61	25587.85	27875.09	29775.25
887	18507.99	5198.914	7942.782	39468.85	10263.84	11288.32	12405.42	13963.81	15330.7	16569.27	17837.87	19077.56	20709.35	22567.83	25845.67	28318.04	30094.95
888	18049.15	5166.749	7392.628	44909.32	9927.511	11102.13	12180.43	13691.27	14816.86	15894.33	17222.34	18637.77	20103.65	21914.12	25018.45	27755.93	29743.49
889	18319.48	5245.449	8283.814	45837.55	10191.67	11390.07	12408.07	13878.05	14956.18	16108.14	17477.61	18721.77	20359.3	22445.72	25674.36	28342.26	30405.85
890	18546.23	5140.701	8260.786	43572.7	10249.63	11373.58	12616.2	14249.97	15543.17	16560.69	17738.67	19051.97	20388.17	22557.45	26032.01	27710.13	29418.45
891	18495.68	5396.735	8204.109	53881.51	10094.87	11300.73	12479.21	14025.03	15325.05	16482.76	17660.07	18897.44	20612.27	22317.92	25454.33	28241.79	30001.05
892	18650.44	5479.58	8091.334	43539.84	9720.71	11370.97	12513.78	14078.36	15393.73	16579.81	17843.88	19115.31	20699.69	22996.93	25987.52	28515.19	31218.37
893	18305.37	5071.51	7241.039	41376.97	10085.53	11218.46	12191.15	13707.64	15196.56	16490.65	17738.56	18832.5	20399.72	22482.71	25315.2	27606.84	28676.52
894	18692.44	5592.871	8084.227	41915.02	10160.58	11370.78	12373.52	14002.02	15483.28	16540.21	17716.92	19104.25	20779.51	22577.98	26475.91	29009.89	31682.01
895	18816.1	5503.7	8336.027	42806.5	10300.24	11153.44	12174.22	14246.83	15419.44	16759.4	17970.54	19402.56	20916.62	22876.28	26603.73	29127.44	30853.42
896	18348.44	5152.977	8027.172	39358.44	10124.01	11263.59	12201.66	13794.88	15253.58	16401.13	17624.82	19017.93	20588.71	22204.48	25065.7	27523.91	29616.59
897	18441.18	5394.018	6553.056	40267.75	9963.731	10996.69	12436.28	13833.86	15012.09	16266.61	17472.33	18937.55	20836.79	22640.84	25844.1	28519.1	30434.48
898	18160.47	5026.865	8440.052	39031.5	10126.37	11373.24	12550.89	14041.23	15019.66	16071.74	17500.4	18644	19998.51	21962.33	25043.72	27643.6	29748.22
899	18486.07	5190.662	7322.825	41578.78	10297.77	11227.43	12443.54	13994.83	15343.91	16641.41	17832.7	18961.36	20708.11	22358.74	25375.75	28112.19	30222.39
900	18984.36	5556.329	7072.146	42226.61	10272.02	11453.23	12695.61	14153.68	15586.38	16935.26	18310.59	19556.2	21064.85	22934.75	26475.73	28920.09	31946.4
901	18707.95	5311.914	7718.49	41608.86	10245.54	11158.12	12518.48	14357.12	15626.76	16732.73	17886.77	19279.04	20711.05	22794.93	25742.31	28360.35	30505.07
902	18882.28	5147.537	7732.645	40809.94	10563.67	11423.37	12518.17	14305.54	15819.86	17096.3	18368.3	19876.52	21051.2	22635.17	25949.78	28533.35	30203.91
903	18910.85	5375.735	8899.015	41176.52	10326.4	11690.08	12874.58	14401.08	15795.66	16885.4	17960.81	19291	20732.67	22795.35	26465.91	29318.95	30918.06
904	18706.58	5295.533	7899.676	47429	10798	11710.59	12616.99	14216.66	15576.25	16647.94	17824.17	19196.21	20873.93	22554.34	25493.95	29016.17	30780.36
905	18954.92	5272.647	8071.574	42772.8	10427.6	11385.09	12517.58	14462.28	15990.9	17094.72	18402.99	19591.74	21059.53	23012.75	25705.54	28443.09	30479.06
906	18921.34	5552.443	7190.157	45522.52	10158.8	11523.26	12763.25	14245.87	15405.33	16833.91	18320.63	19483.46	20931.96	22999.88	26474.82	29690.14	31715.9
907	18982.46	5428.373	8030.014	44344.59	10611.28	11775.02	12997.75	14345.79	15513.32	16739.18	18164.3	19588.78	21284.29	23172.74	25570.89	29378.14	31414.73
908	18895.75	5435.68	7663.456	44787.75	10275.86	11201.91	12823.93	14417.81	15623.56	16765.3	18310.69	19396.21	21066.12	22843.21	25862.56	29177.09	31130.75
909	19201.23	5620.467	7392.91	40937.9	10290.05	11555.55	12901.4	14466.11	15691.55	16984.36	18287.84	19607.9	21543.95	23764.8	26791.35	29490.09	31367.06
910	19246.56	5628.375	7664.618	46612.38	10747.7	11577.7	12930.91	14384.26	16065.04	17276.7	18293.69	19527.74	21409.13	23513.9	26333.59	29938.18	31619.05
911	19171.91	5424.838	8754.93	41649.53	10552.76	11820.34	12778.43	14441.43	15874.84	17162.29	18447.62	19809.1	21546.48	23256.83	26637.63	29059.87	31469.53
912	18962.91	5227.027	8004.903	40095.01	10623.87	11788.35	12769.93	14380.39	15746.8	17167.92	18332.18	19566.15	21199	22927.9	26170.18	28436.01	30431.37
913	19221.43	5517.214	8036.77	48430.62	10728.84	11809.24	12971.03	14529.1	15870.4	17087.26	18237.99	20125.84	21387.68	23325.82	26598.17	29075.39	31113.54
914	18956.42	5489.523	7369.615	42317.22	10125.27	11190.3	12630.87	14166.11	15803.29	16783.3	18092.71	19767.74	21249.44	23315.31	26030.43	29182.91	31052.24
915	19265.7	5744.578	7481.441	46121.78	10148.36	11525.55	12865.04	14423.49	15754.66	17016.49	18501.73	19756.46	21402.83	23763.25	27168.12	30171.96	31832.95
916	19298.74	5570.907	8141.783	43154.44	10548.65	11713.95	12929.2	14705.37	15958.49	17032.26	18440.45	19865.81	21400.72	23673.18	26721.07	29732.85	31405.83
917	19152.61	5515.988	8110.156	47656.22	10582.9	11640.54	12893.08	14445.49	15635.71	16925.71	18276.55	19821.76	21424.3	23231.27	26612.72	29223.66	31518.29
918	19438.06	5545.304	8037.631	42220.7	10593.58	11659.03	13068.64	14660.72	16119.18	17438.83	18687.58	19960.43	21712.39	23628.18	27008.76	29389.85	31257.96
919	19201.05	5599.275	8329.927	44859.15	10688.47	11576.77	12810.08	14385.17	15738.74	17074.77	18365.55	19688.57	21409.53	23556.47	26822.9	30098.16	31709.07
920	19475.96	5452.824	8074.827	45413.76	10919.05	11932.29	13076.42	14547.25	16174.47	17205.27	18769.5	20388.2	21911.18	24025.34	26419.05	29658.25	31580.19
921	19293.65	5390.402	8545.134	43090.17	10992.06	11925.02	13010.82	14488.45	16025.87	17212.31	18531.37	20154.11	21641.07	23199.24	26009.5	28917.54	31445.03
922	19489.97	5761.044	8312.512	46454.62	10135.65	11737.78	12890.79	14572.7	16009.88	17396.27	18540.97	19896.41	21490.49	23831.38	27412.9	30457.98	32950.41
923	19436.03	5439.098	8889.755	43900.88	10658.13	11847.29	12972.37	14708.33	16207.27	17408.96	18838.21	20177.17	21808.04	23648.43	26690.77	29524	31727.38
924	19333.74	5653.041	8571.159	47007.38	10312.91	11483.71	12663.67	14269.29	15880.59	17355.56	18681.54	20084.49	21708.83	23844.5	26680.43	29070.79	31614.67
925	19481.53	5520.193	8403.248	43149.93	10906.79	11853.47	13024.21	14828.35	16159.34	17468.83	18830.02	20223.64	21508.83	23449.47	27300.09	29582.97	31850.11
926	19734.89	5735.921	7908.532	48082.18	11043.98	12011.19	13479.34	14731.54	15918.25	17394.45	18851.68	20329.95	22306.75	24301.74	27454.55	30550.76	32599.95
927	19462.57	5373.234	8458.627	43891.44	10624.57	11820.63	13376.59	15001.05	16406.63	17508.87	18757.45	19942.62	21497.85	23611.49	26522.83	29256.27	31206.94
928	19353.63	5600.013	7863.262	44006.31	10605.53	11565.18	12928.97	14483.68	15902.24	17117.4	18634.84	20005.86	21609.26	23885.09	26954.82	29544.07	31359.43
929	19329.7	5280.079	8686.872	47817.54	10881.97	12081.19	13097.92	14925.5	16327.67	17470.78	18590.89	19978.02	21392.27	23333.7	26247.21	28663.71	30624.49
930	19611.55	5574.777	8676.869	40275.63	10562.94	11803.75	13070.6	14829.53	16216.42	17523.98	18864.6	20200.27	21988.51	24003.98	27144.01	29803.08	31956.12
931	19750.71	5408.926	9238.598	39101.26	11335.3	12426.28	13792.26	15092.62	16412.53	17609.03	18903.15	20080.92	21754.18	23910.88	27220.51	30953.95	32479.14
932	19716.86	5770.98	8274.186	43100.39	10680.71	11860.56	13309.58	14884.04	16125.31	17354.95	18540.13	20101.8	22166.2	24081.21	27361.66	31039.96	33349.23
933	19733.17	5539.624	9768.693	49605.77	11323.83	12374.39	13435.47	15121.88	16479.15	17545.67	18766.04	20199.13	21832.22	23812.48	26956.85	30114.6	32370.35
934	19590.09	5630.337	7345.326	42939.96	10942.81	11815.79	13010.79	14632.7	16252.36	17559.01	18800.56	20273.82	21849.17	23891.97	27576.62	29794.34	31261.22
935	20096.75	5949.859	8710.21	51238	10317.86	11928.13	13104.5	15104.85	16394.28	17749.98	19318.73	20930.04	22624.2	24714.17	27802.65	30811.08	32511.55
936	19687.41	5518.367	8640.308	39716.16	11005.44	12071.85	13378.53	14982.28	16153.04	17458.91	18811.49	20303.35	21980.71	24005.74	26979.69	30582.54	32709.51
937	19936.92	5493.927	8724.814	40742.75	11280.45	12349.93	13528.93	15173.26	16614.92	17899.84	19066.34	20619.74	22255.37	24078.38	27320.05	30267.99	32384.46
938	20059.85	5986.07	7943.146	47663.86	10729.15	12095.11	13393.07	14999.06	16373.44	17740.21	19128.26	20491.74	22392.54	24491.11	28340.06	31437.49	33323.24
939	19804.51	5411.421	8379.652	38845.05	10955.67	12440.7	13486.85	15137.85	16332.85	17557.61	18943.29	20605.33	22226.27	24258.32	27348.64	29936.14	31636.24
940	20353.51	5785.881	8123.416	49201.51	11371.14	12424.69	13641.66	15333.17	16782.31	18154.45	19611.19	21127.01	22943.44	24981.42	27925.91	30620.03	33179.11
941	19801.45	5597.683	8288.621	44573.76	10911.5	12008.34	13166.65	15028.87	16454.5	17668.14	19064.38	20477.6	21902.09	24433.18	27338.3	29737.55	31613.69
942	20051.36	6021.992	8731.78	48528.99	11012.21	12465.23	13502.68	14917.77	16051.38	17471.87	18997.07	20478.39	22280.62	24795.33	28194.32	31885.04	34211.64
943	20262.01	5806.294	8934.576	46928.72	10774.92	12195.33	13594.27	15537.27	16845.43	18006.9	19374.5	20831.32	22458.85	24565.51	28232.64	30684.98	32973
944	20262.38	5751.883	9521.374	43544.51	11288.02	12499.41	13541.21	15364.77	16812.72	18055.3	19403.36	20805.79	22487.28	24491.88	27887.16	31499.12	33510.82
945	20346.94	5801.372	7879.93	49208.69	11015.1	11975.86	13817.89	15626.23	16994.15	18143.37	19521.75	20861.95	22527.54	25024.64	28386.59	30665.29	32742.11
946	20032.39	5665.265	9187.585	54093.93	10907.89	12003.56	13471.19	15125.88	16557.67	17863.6	19328.42	20848.86	22509.61	24642.78	27201.6	30053.38	31845.85
947	20507.03	5795.196	8006.015	51983.05	11196.12	12601.66	13757.2	15434.19	16986.88	18707.28	19997.48	21211.46	22908.72	24823.28	27915.91	30984.7	33830.11
948	20322.78	5874.723	8743.424	44627.65	11193.43	12225.04	13534.04	15409.67	16774.25	18034.83	19353.32	21036.4	22610.52	24538.06	28260.37	31699.85	33622.58
949	20381	6055.117	8364.979	47027.17	11165.94	12539.3	13668.67	15156.73	16642.97	18140.21	19323.67	20884.27	22622.05	24840.39	28682.75	31578.34	33936.65
950	20363.33	5660.706	9194.508	44126.44	11144.07	12674.49	14027.3	15666.74	16960.85	18097.52	19391.81	21017.83	22612.97	24667.4	27491.05	31239.68	33234.27
951	20380.51	5718.548	8735.688	43813.31	11094.41	12469.59	13605.53	15448.54	16967.25	18347.32	19672.91	20985.94	22613.16	25004.38	27957.73	31447.61	32810.94
952	20512.33	5886.41	8289.458	50834.26	11618.84	12613.63	13867.16	15443.67	16902.38	18246.62	19732.1	21066.31	22893.43	25097.02	28331.18	31189.68	34023.35
953	20490.78	5801.15	9064.743	47569.82	11155.56	12693.22	13839.15	15754.4	16965.17	18199.47	19544.2	21123.91	22687.15	24951.56	28031.7	31540.49	33968.67
954	20746.51	5854.436	9772.957	43723.07	11459.31	12700.53	13908.97	15634.02	17153.72	18570.91	20111.56	21356.64	23010.83	25641.82	28518.57	31885.51	33548.33
955	20349.84	5939.378	8148.18	49800.17	11157.97	12303.8	13572.01	15307.46	16775.51	17949.75	19378.73	20910.89	22716.33	24851.74	28204.08	31820.89	33474.89
956	20557.59	5905.415	8440.201	47913.29	11361.55	12618.36	13810.64	15548.9	17014.29	18418.33	19518.1	20795.51	22914.8	24912.96	28471.66	31577.27	33804.6
957	20659.71	5945.438	9813.53	46834.54	11464.64	12634.2	13850.18	15649.98	16978.56	18389.01	19752.12	21443.8	22847.78	25085.08	28484.89	32038.95	34066.56
958	20613.32	5924.188	8845.642	45289.46	11129.48	12384.17	13679.09	15555.03	17223.41	18563.29	19889.52	21216.63	22874.8	25019.82	28582.71	31531.08	33844.9
959	20419	5867.196	8783.689	49916.85	11327.11	12358.09	13749.78	15517.24	16771.03	18147.03	19694.06	21082.19	22772.8	24658.57	27918.08	30946.29	33386.03
960	20795.11	5564.992	8026.2	41740.16	11310.39	13105.87	14264.61	15961.1	17606.75	18972.81	20146.16	21415.62	23097.55	25312.77	28278.65	30124.02	32901.13
961	20561.71	5934.409	9529.707	50411.59	11428.74	12542	13868.06	15645.45	17011.31	18415.55	19589.68	20967.97	22798.75	25106.14	28526.93	31716.87	33611.24
